Australia,Australia,Australia,China,China,China,United Kingdom,United Kingdom,United Kingdom,India,India,India,South Africa,South Africa,South Africa
AUS,AUS,AUS,CHN,CHN,CHN,GBR,GBR,GBR,IND,IND,IND,ZAF,ZAF,ZAF
"Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable electricity output (% of total electricity output),Access to electricity (% of population),"Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable electricity output (% of total electricity output),Access to electricity (% of population),"Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable electricity output (% of total electricity output),Access to electricity (% of population),"Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable electricity output (% of total electricity output),Access to electricity (% of population),"Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable electricity output (% of total electricity output),Access to electricity (% of population)
0.878273183861236,7.86091882240146,100.0,0.209592277428357,17.6186278990475,97.5162048339844,1.6484873698306,2.89317333818692,100.0,0.848154469600427,12.0551611624532,62.2999992370605,0.118500759502937,1.20879925330796,76.6999969482422
1.12745549114205,8.1866501908305,100.0,0.178624752779893,16.2232664186372,97.9896697998047,2.37529326974683,3.61303216638809,100.0,1.24957784532253,14.4825005007376,64.4000015258789,0.113725978499979,0.508031378408666,80.9000015258789
2.45609662823824,9.2993077726263,100.0,0.387166018714885,15.5927834152258,98.461051940918,3.43466436214829,4.60208931703226,100.0,1.98414544627441,17.5404247180092,67.9000015258789,0.112417331403901,1.26768480093761,80.6999969482422
3.2159063326655,8.11525755637195,100.0,0.859573400323317,17.7374440648538,98.9505767822266,4.34113764519398,5.67705220486968,100.0,2.74165885743586,16.5098337370558,72.8993835449219,0.117016738481287,0.587823214712017,81.9000015258789
3.26774879181163,8.61187962842023,100.0,1.67385240269475,18.6228260527723,99.6999969482422,5.87088285184344,6.81281342640788,100.0,3.47809306770565,16.0437444354595,76.3000030517578,0.124684392631152,0.948380661450703,82.9000015258789
